
chr10	7716700	B3-2-21	7435	0.0122061735164615	+
chr10	7777800	B3-1-15	14156	0.0186567557593969	-
chr10	18063700	B3-1-15	7958	0.0104881649006273	-
chr10	31892400	N3-1-11	20259	0.02152558706871	-
chr10	43717000	B3-1-15	19263	0.025387474300174	-
chr10	49313400	N3-21	26707	0.0380305075670842	+
chr10	63326500	B3-1-15	8195	0.0108005166324002	+
chr10	80232200	B3-1-2	18034	0.012147150666699	+
chr10	88679300	N3-2-36	20487	0.0150438715333999	-
chr10	88679300	B3-2-36	34487	0.0276706417756325	-
chr10	95202000	N3-2-36	39867	0.0292748585162324	+
chr10	117339600	N3-8	9882	0.0108190012404299	-
chr10	118703400	B3-1-15	8093	0.0106660867731562	-
chr10	121598600	N3-21	7103	0.0101146027352005	-
chr10	123958000	B3-2-7	15782	0.0245297505991775	+
chr10	123958000	N3-2-7	12640	0.0127554624460618	+
chr10	127127600	N3-4	9563	0.0159896066720617	+
chr10	127274500	N3-10	11751	0.0120730609745573	-
chr10	128113200	B3-1-2	16495	0.0111105273509593	+
chr10	128113200	N3-1-2	26043	0.0173125783596427	+
chr11	4992300	N3-1-15	8459	0.0105041599403949	-
chr11	5709500	N3-2-36	17090	0.0125494100896082	-
chr11	11352900	N3-10	14939	0.0153484348480054	-
chr11	20064300	B3-1-11	22015	0.0279607749002036	+
chr11	21096000	B3-2-21	18573	0.0304916288797901	-
chr11	23621400	B3-2-2	20370	0.0322838314584304	+
chr11	23718400	B3-2-2	11936	0.0189170256400503	-
chr11	30129000	N3-1-13	15222	0.021025675026106	-
chr11	30129000	B3-1-13	30489	0.055942400739807	-
chr11	31874600	B3-4	12025	0.0114641398844338	-
chr11	51736700	N3-2-36	15657	0.0114971394834989	-
chr11	55345300	N3-1-3	19379	0.0173494446190222	+
chr11	55400700	B3-2-21	13657	0.0224209430685023	-
chr11	59239700	B3-10	23778	0.0175557763953143	-
chr11	59692500	B3-1-15	9388	0.0123728188096368	+
chr11	61557400	B3-9	17442	0.0141165044614855	-
chr11	69612800	N3-1-2	23366	0.015532991819353	-
chr11	69612800	B3-1-2	34701	0.0233735319554798	-
chr11	74702700	N3-1-2	21055	0.0139967107231224	-
chr11	74702700	B3-1-2	24866	0.0167489768480724	-
chr11	76785800	B3-2-37	740	0.0989701752039588	+
chr11	79676500	N3-1	13531	0.0152502180856699	-
chr11	82512000	N3-1	9593	0.0108118647620894	-
chr11	86348100	N3-1-11	30779	0.0327032945549052	-
chr11	86348100	B3-1-11	39433	0.0500829996202466	-
chr11	88571800	B3-1-15	26255	0.0346025093573726	+
chr11	88571800	N3-1-15	10521	0.0130646963864398	+
chr11	94041300	N3-1-13	7719	0.010662014553049	-
chr11	94041300	B3-1-13	17297	0.0317372070450471	-
chr11	97694400	N3-8	9270	0.0101489720197111	-
chr11	97694400	B3-8	12151	0.0129898730090515	-
chr11	101986700	N3-2-7	19751	0.0199314192066587	-
chr11	101986700	B3-2-7	7376	0.0114644177176234	-
chr11	104420400	B3-21	22054	0.0270684923436449	-
chr11	104428100	N3-21	16160	0.0230116824159988	-
chr11	115530000	B3-21	9721	0.0119312965481351	+
chr11	116867800	B3-2-7	6730	0.0104603485953912	+
chr11	116897900	B3-4	13100	0.0124890006225433	-
chr11	117999200	B3-1-2	34022	0.0229161783288474	-
chr11	120268700	N3-4	10455	0.0174810559193146	+
chr11	120550000	N3-1	9014	0.0101592983389423	+
chr11	120550000	N3-10	10637	0.0109285294516523	+
chr11	120975300	B3-8	9649	0.0103151415245114	-
chr12	10862100	B3-10	29808	0.0220078468664955	+
chr12	17517100	N3-2-37	228	0.010330297675683	+
chr12	21287400	B3-1-15	8505	0.0112090779693184	+
chr12	34104600	N3-2-36	21520	0.0158024169179853	+
chr12	57503500	B3-1-11	9770	0.0124086654905741	-
chr12	69982100	B3-9	12722	0.0102964206948182	-
chr12	72777700	N3-1-2	22767	0.0151347952046225	+
chr12	80640200	B3-1-2	14949	0.010069189049378	+
chr12	85200100	B3-1	14946	0.0232932177555849	+
chr12	86873100	B3-2-36	23413	0.0187854187343893	-
chr12	96299500	N3-10	11057	0.0113600404387439	+
chr12	102658900	N3-1-3	16485	0.0147585321505021	-
chr12	103421600	B3-8	10099	0.0107962083382776	-
chr12	108823100	N3-2-7	13095	0.0132146187287325	+
chr12	111843100	N3-1-3	20394	0.0182581440507941	+
chr12	112362200	B3-18	9590	0.0130935623091091	+
chr13	3568000	B3-1-15	11808	0.0155622331171912	-
chr13	9103900	B3-1-15	12713	0.0167549686330328	-
chr13	15669300	B3-18	8955	0.0122265746066811	+
chr13	34882800	N3-21	16055	0.0228621634399048	-
chr13	34882800	B3-21	24570	0.0301565637473182	-
chr13	44889000	N3-18	24479	0.0271924835483197	-
chr13	56099700	B3-14	6795	0.0183905619473697	+
chr13	56099700	N3-14	4461	0.0138114448300737	+
chr13	112854500	B3-14	15109	0.0408922737987945	-
chr14	22580100	N3-2-21	21396	0.027958832722654	-
chr14	31205100	B3-21	36332	0.0445929293474792	-
chr14	31657100	B3-2-7	15940	0.0247753278767513	+
chr14	31657100	N3-2-7	23543	0.0237580579404772	+
chr14	40927500	B3-9	12360	0.0100034396940696	-
chr14	45349700	N3-2-2	26101	0.0266070664029848	-
chr14	52087200	B3-4	13429	0.0128026556763461	-
chr14	55579200	B3-10	18885	0.0139431759284007	-
chr14	56769600	B3-1-2	32140	0.0216485207068707	+
chr14	56769600	N3-1-2	22447	0.0149220691333141	+
chr14	67039600	N3-8	10330	0.0113094801470999	-
chr14	67039600	B3-8	16433	0.017567491001378	-
