chr10	88679300	88691800	chr10_88679300	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-2-36::B3-2-36::	0
chr10	123958000	123970500	chr10_123958000	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-2-7::N3-2-7::	2
chr10	128113200	128125700	chr10_128113200	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-1-2::N3-1-2::	2
chr11	30129000	30141500	chr11_30129000	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-1-13::B3-1-13::	0
chr11	69612800	69625300	chr11_69612800	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-1-2::B3-1-2::	0
chr11	74702700	74715200	chr11_74702700	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-1-2::B3-1-2::	0
chr11	86348100	86360600	chr11_86348100	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-1-11::B3-1-11::	0
chr11	88571800	88584300	chr11_88571800	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-1-15::N3-1-15::	2
chr11	94041300	94053800	chr11_94041300	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-1-13::B3-1-13::	0
chr11	97694400	97706900	chr11_97694400	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-8::B3-8::	0
chr11	101986700	101999200	chr11_101986700	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-2-7::B3-2-7::	0
chr11	104420400	104432900	chr11_104420400	2	12500	0.00130676920211352	2	0.00130676920211352	2	0.00130676920211352	::B3-21::N3-21::	0
chr11	120550000	120562500	chr11_120550000	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-1::N3-10::	2
chr13	34882800	34895300	chr13_34882800	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-21::B3-21::	0
chr13	56099700	56112200	chr13_56099700	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-14::N3-14::	2
chr14	31657100	31669600	chr14_31657100	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-2-7::N3-2-7::	2
chr14	56769600	56782100	chr14_56769600	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-1-2::N3-1-2::	2
chr14	67039600	67052100	chr14_67039600	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-8::B3-8::	0
chr14	70931800	70944300	chr14_70931800	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-4::N3-4::	2
chr14	99612400	99624900	chr14_99612400	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-1-5::B3-1-5::	0
chr15	73155500	73168000	chr15_73155500	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-1::N3-10::	0
chr15	99013000	99025500	chr15_99013000	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-1::B3-1::	0
chr15	101194000	101206500	chr15_101194000	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-1-15::N3-1-15::	2
chr15	103216400	103228900	chr15_103216400	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-2-2::B3-2-2::	0
chr16	4489900	4502400	chr16_4489900	4	12500	6.22902021768245e-10	4	6.22902021768245e-10	1	1.09276767099451	::B3-10::B3-1::N3-1::N3-10::	4
chr16	20685100	20697600	chr16_20685100	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-18::N3-18::	2
chr16	22242400	22254900	chr16_22242400	2	12500	0.00130676920211352	2	0.00130676920211352	2	0.00130676920211352	::B3-2-7::B3-1::	0
chr16	76366900	76379400	chr16_76366900	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-2-22::B3-2-22::	0
chr16	90091200	90103700	chr16_90091200	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-4::B3-4::	0
chr16	91041300	91053800	chr16_91041300	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-21::N3-21::	2
chr16	96058400	96070900	chr16_96058400	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-18::N3-18::	2
chr17	25913700	25926200	chr17_25913700	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-1-2::N3-1-2::	2
chr17	30006600	30019100	chr17_30006600	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-21::N3-21::	2
chr17	32280000	32292500	chr17_32280000	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-10::N3-10::	2
chr17	53596200	53608700	chr17_53596200	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-1-3::N3-1-3::	2
chr18	31820700	31833200	chr18_31820700	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-18::B3-18::	0
chr18	61585100	61597600	chr18_61585100	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-1-2::B3-1-2::	0
chr18	71149400	71161900	chr18_71149400	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::B3-2-2::N3-2-2::	2
chr19	3892600	3905100	chr19_3892600	2	12500	0.00130676920211352	2	0.00130676920211352	1	1.09276767099451	::N3-2-7::B3-2-7::	0
